File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
hsr_trace_2.txt.csv,Segue,2.64,1.38,45.89,97.7359678799517,1.2,4362.54339424893,6.56,1.64,0.11,84.4
hsr_trace_3.txt.csv,Constant-4,4.73,0.6,42.51,86.6465356062755,4.68,1033.04319480156,5.88,6.18,0.65,20.47
hsr_trace_3.txt.csv,GOP-4,2.64,1.01,31.56,95.6915955177114,1.64,3097.72394812608,6.56,5.99,0.23,61.6
hsr_trace_3.txt.csv,Segue,2.64,1.01,31.56,95.6915955177114,1.64,3097.72394812608,6.56,5.99,0.23,61.6
lab_trace_1.txt.csv,Constant-4,4.73,0.63,49.96,86.9624666915938,5.26,1092.56997157824,5.88,0.25,0.76,21.45
lab_trace_1.txt.csv,GOP-4,2.64,1.41,50.53,97.7537919700696,1.18,4467.01493224842,6.56,0.4,0.08,85.96
lab_trace_1.txt.csv,Segue,2.64,1.41,50.53,97.7537919700696,1.18,4467.01493224842,6.56,0.4,0.08,85.96
lab_trace_2.txt.csv,Constant-4,4.73,0.63,49.56,86.9624666915938,5.26,1092.56997157824,5.88,0.51,0.76,21.45
lab_trace_2.txt.csv,GOP-4,2.64,1.41,49.32,97.7537919700696,1.18,4467.01493224842,6.56,0.65,0.08,85.96
lab_trace_2.txt.csv,Segue,2.64,1.41,49.32,97.7537919700696,1.18,4467.01493224842,6.56,0.65,0.08,85.96
lab_trace_3.txt.csv,Constant-4,4.73,0.63,49.73,86.9624666915938,5.26,1092.56997157824,5.88,0.38,0.76,21.45
lab_trace_3.txt.csv,GOP-4,2.64,1.41,49.96,97.7537919700696,1.18,4467.01493224842,6.56,0.52,0.08,85.96
lab_trace_3.txt.csv,Segue,2.64,1.41,49.96,97.7537919700696,1.18,4467.01493224842,6.56,0.52,0.08,85.96
lumos5g_trace_1.txt.csv,Constant-4,4.73,0.63,50.03,86.9624666915938,5.26,1092.56997157824,5.88,0.19,0.76,21.45
lumos5g_trace_1.txt.csv,GOP-4,2.64,1.41,50.76,97.7537919700696,1.18,4467.01493224842,6.56,0.35,0.08,85.96
lumos5g_trace_1.txt.csv,Segue,2.64,1.41,50.76,97.7537919700696,1.18,4467.01493224842,6.56,0.35,0.08,85.96
lumos5g_trace_2.txt.csv,Constant-4,4.73,0.63,50,86.9624666915938,5.26,1092.56997157824,5.88,0.21,0.76,21.45
lumos5g_trace_2.txt.csv,GOP-4,2.64,1.41,50.69,97.7537919700696,1.18,4467.01493224842,6.56,0.37,0.08,85.96
lumos5g_trace_2.txt.csv,Segue,2.64,1.41,50.69,97.7537919700696,1.18,4467.01493224842,6.56,0.37,0.08,85.96
lumos5g_trace_3.txt.csv,Constant-4,4.73,0.63,50.07,86.9624666915938,5.26,1092.56997157824,5.88,0.19,0.76,21.45
lumos5g_trace_3.txt.csv,GOP-4,2.64,1.41,50.76,97.7537919700696,1.18,4467.01493224842,6.56,0.35,0.08,85.96
lumos5g_trace_3.txt.csv,Segue,2.64,1.41,50.76,97.7537919700696,1.18,4467.01493224842,6.56,0.35,0.08,85.96
lumos5g_trace_4.txt.csv,Constant-4,4.73,0.63,50.09,86.9624666915938,5.26,1092.56997157824,5.88,0.17,0.76,21.45
lumos5g_trace_4.txt.csv,GOP-4,2.64,1.41,50.88,97.7537919700696,1.18,4467.01493224842,6.56,0.33,0.08,85.96
lumos5g_trace_4.txt.csv,Segue,2.64,1.41,50.88,97.7537919700696,1.18,4467.01493224842,6.56,0.33,0.08,85.96
oboe_trace_0.txt.csv,Constant-4,4.73,0.61,45.8,86.7150225865158,4.82,1058.22050627606,5.88,2.01,0.74,20.9
oboe_trace_0.txt.csv,GOP-4,2.64,0.62,25.81,94.3872155202342,2.42,1918.06878818673,6.56,2.08,0.28,37.83
oboe_trace_0.txt.csv,Segue,2.64,0.62,25.81,94.3872155202342,2.42,1918.06878818673,6.56,2.08,0.28,37.83
oboe_trace_1.txt.csv,Constant-4,4.73,0.51,26.76,86.9198395564478,5.2,862.630462714218,5.88,5.9,0.47,17.26
oboe_trace_1.txt.csv,GOP-4,2.64,0.31,18.89,90.9277482112212,2.82,969.753913883022,6.56,5.77,0.21,19.04
oboe_trace_1.txt.csv,Segue,2.64,0.31,18.89,90.9277482112212,2.82,969.753913883022,6.56,5.77,0.21,19.04
oboe_trace_2.txt.csv,Constant-4,4.73,0.63,45.79,86.7892719982805,4.92,1083.09853956281,5.88,1.76,0.71,21.29
